order_id,settlement_id,tier,match_status,confidence,category,explanation,suggested_action
ORD1064,STL5064,2,matched,0.98,date_drift,"Fee-adjusted match: order ORD1064 gross amount 5010.67 minus gateway fee 100.21 + tax 18.04 (total deduction 118.25) = 4892.42, matching settlement 4892.42. Settlement arrived T+3 (normal is T+1/T+2).",
ORD1054,STL5054,2,matched,0.98,fee_adjusted,"Fee-adjusted match: order ORD1054 gross amount 18042.47 minus gateway fee 324.76 + tax 58.46 (total deduction 383.22) = 17659.25, matching settlement 17659.25.",
ORD1040,STL5040,2,matched,0.98,fee_adjusted,"Fee-adjusted match: order ORD1040 gross amount 14554.08 minus gateway fee 218.31 + tax 39.30 (total deduction 257.61) = 14296.47, matching settlement 14296.47.",
ORD1056,STL5056,2,matched,0.98,date_drift,"Fee-adjusted match: order ORD1056 gross amount 7184.75 minus gateway fee 129.33 + tax 23.28 (total deduction 152.61) = 7032.14, matching settlement 7032.14. Settlement arrived T+3 (normal is T+1/T+2).",
ORD1047,STL5047,2,matched,0.98,fee_adjusted,"Fee-adjusted match: order ORD1047 gross amount 17635.08 minus gateway fee 317.43 + tax 57.14 (total deduction 374.57) = 17260.51, matching settlement 17260.51.",
ORD1062,STL5062,2,matched,0.98,date_drift,"Fee-adjusted match: order ORD1062 gross amount 5255.87 minus gateway fee 78.84 + tax 14.19 (total deduction 93.03) = 5162.84, matching settlement 5162.84. Settlement arrived T+5 (normal is T+1/T+2).",
ORD1043,STL5043,2,matched,0.98,fee_adjusted,"Fee-adjusted match: order ORD1043 gross amount 15358.26 minus gateway fee 230.37 + tax 41.47 (total deduction 271.84) = 15086.42, matching settlement 15086.42.",
ORD1041,STL5041,2,matched,0.98,fee_adjusted,"Fee-adjusted match: order ORD1041 gross amount 7133.42 minus gateway fee 107.00 + tax 19.26 (total deduction 126.26) = 7007.16, matching settlement 7007.16.",
ORD1061,STL5061,2,matched,0.98,date_drift,"Fee-adjusted match: order ORD1061 gross amount 1403.61 minus gateway fee 25.26 + tax 4.55 (total deduction 29.81) = 1373.80, matching settlement 1373.80. Settlement arrived T+4 (normal is T+1/T+2).",
ORD1049,STL5049,2,matched,0.98,fee_adjusted,"Fee-adjusted match: order ORD1049 gross amount 14772.20 minus gateway fee 295.44 + tax 53.18 (total deduction 348.62) = 14423.58, matching settlement 14423.58.",
ORD1055,STL5055,2,matched,0.98,date_drift,"Fee-adjusted match: order ORD1055 gross amount 2928.96 minus gateway fee 52.72 + tax 9.49 (total deduction 62.21) = 2866.75, matching settlement 2866.75. Settlement arrived T+3 (normal is T+1/T+2).",
ORD1051,STL5051,2,matched,0.98,fee_adjusted,"Fee-adjusted match: order ORD1051 gross amount 3719.98 minus gateway fee 55.80 + tax 10.04 (total deduction 65.84) = 3654.14, matching settlement 3654.14.",
ORD1044,STL5044,2,matched,0.98,fee_adjusted,"Fee-adjusted match: order ORD1044 gross amount 6319.67 minus gateway fee 94.80 + tax 17.06 (total deduction 111.86) = 6207.81, matching settlement 6207.81.",
ORD1058,STL5058,2,matched,0.98,date_drift,"Fee-adjusted match: order ORD1058 gross amount 1129.03 minus gateway fee 16.94 + tax 3.05 (total deduction 19.99) = 1109.04, matching settlement 1109.04. Settlement arrived T+4 (normal is T+1/T+2).",
ORD1060,STL5060,2,matched,0.98,date_drift,"Fee-adjusted match: order ORD1060 gross amount 3143.07 minus gateway fee 0.00 + tax 0.00 (total deduction 0.00) = 3143.07, matching settlement 3143.07. Settlement arrived T+4 (normal is T+1/T+2).",
ORD1048,STL5048,2,matched,0.98,fee_adjusted,"Fee-adjusted match: order ORD1048 gross amount 1629.54 minus gateway fee 32.59 + tax 5.87 (total deduction 38.46) = 1591.08, matching settlement 1591.08.",
ORD1042,STL5042,2,matched,0.98,fee_adjusted,"Fee-adjusted match: order ORD1042 gross amount 9347.61 minus gateway fee 186.95 + tax 33.65 (total deduction 220.60) = 9127.01, matching settlement 9127.01.",
ORD1052,STL5052,2,matched,0.98,fee_adjusted,"Fee-adjusted match: order ORD1052 gross amount 18613.81 minus gateway fee 372.28 + tax 67.01 (total deduction 439.29) = 18174.52, matching settlement 18174.52.",
ORD1045,STL5045,2,matched,0.98,fee_adjusted,"Fee-adjusted match: order ORD1045 gross amount 7791.32 minus gateway fee 155.83 + tax 28.05 (total deduction 183.88) = 7607.44, matching settlement 7607.44.",
ORD1066,STL5066,3,ai_resolved,0.92,partial_refund,"[AI/groq] The settlement amount (4301.18) equals the order amount minus fee (88.1) and tax (15.86) minus a refund of 1887.22, which aligns with the order's 'partially_refunded' status. The calculated fee-adjusted expected net (6188.4) minus the refund difference (1887.22) matches the settled amount, indicating a genuine partial refund match. (fuzzy: ID match, amount within 32%; date within 2d)","Confirm the refund transaction details for ORD1066, verify that the refunded amount is 1887.22, and ensure the settlement record reflects the net after refund. Update any reconciliation notes accordingly."
ORD1089,STL5092,3,ai_resolved,0.78,split_settlement,"[AI/groq] The settlement references the same order ID, but the settled amount (6772.48) is far lower than the total order amount (14688.65). This discrepancy suggests the order was paid in multiple installments rather than a single full payment. The dates are only one day apart, so date drift is unlikely. No evidence of a full fee‑adjusted or duplicate payment, making a split settlement the most plausible explanation. (fuzzy: ID match, amount within 54%; date within 1d)","Check for additional settlement records linked to ORD1089 that together sum to the full order amount. Confirm that the remaining balance has been settled or is pending, and ensure all split payments are accounted for in the reconciliation."
ORD1073,STL5073,3,ai_resolved,0.98,other,"[AI/groq] The settlement record references the same order ID (ORD1073) as the candidate order, and the settled amount exactly matches the order amount with no fee or tax adjustments. The settlement date is one day after the order date, which is normal processing lag, so there are no discrepancies. (fuzzy: ID match, amount within 0%; date within 1d)",Mark the settlement as reconciled. No further investigation needed unless unusual settlement delays are observed.
ORD1065,STL5065,3,ai_resolved,0.78,split_settlement,"[AI/groq] The settlement amount (2,652.66) is far lower than the order total (4,640.21). The order status indicates a partial refund, and the fee‑adjusted expected amount (4,576.09) still does not align with the settled amount, suggesting that only a portion of the order has been settled in this record while the remainder is likely covered by other settlement entries. (fuzzy: ID match, amount within 43%; date within 2d)","Check for additional settlement records linked to ORD1065 to account for the remaining balance, verify the refund amounts applied, and ensure fees and taxes are correctly allocated across all related settlements."
ORD1087,STL5089,3,ai_resolved,0.75,split_settlement,"[AI/groq] The settlement references the same order ID and dates are within a typical range, but the settled amount (14,075.41) is far lower than the order amount (21,075.01). This large shortfall suggests the order is being paid in multiple installments rather than a single full payment. The fee and tax values do not bridge the gap, so a split settlement is the most plausible explanation. (fuzzy: ID match, amount within 33%; date within 2d)","Search for additional settlement records linked to ORD1087, sum all settled amounts (including fees and taxes), and confirm they equal the original order amount. Also verify that no partial refunds or duplicate entries exist."
ORD1067,STL5067,3,ai_resolved,0.95,partial_refund,"[AI/groq] The settlement amount (1514.8) equals the order amount (2860.27) minus the reported amount difference (1345.47), which corresponds to a partial refund. The order status is 'partially_refunded', and the order reference matches, indicating a genuine match. (fuzzy: ID match, amount within 47%; date within 1d)",Confirm the refund transaction details and ensure the refunded amount of 1345.47 is correctly recorded. Reconcile the fee (23.13) and tax (4.16) against the settlement to complete the verification.
ORD1076,STL5076,3,ai_resolved,0.99,other,"[AI/groq] The settlement record references the same order ID (ORD1076), the settled amount exactly matches the order amount, there are no fees or taxes, and the settlement date is only one day after the order date, which is typical. All status fields indicate completion, providing strong evidence of a genuine match. (fuzzy: ID match, amount within 0%; date within 1d)","Mark the settlement as reconciled in the system and close the case. Optionally verify that no post‑settlement adjustments (e.g., late fees) are pending."
ORD1068,STL5068,3,ai_resolved,0.85,partial_refund,"[AI/groq] The settlement references the same order ID (ORD1068) and the dates are within two days, but the settled amount (8363.99) is far lower than the original order amount (18600.97). The order status is 'partially_refunded', which aligns with a partial payment/settlement scenario. The large amount difference and fee-adjusted calculations support the interpretation that this settlement represents a partial refund rather than a full payment. (fuzzy: ID match, amount within 55%; date within 2d)",Confirm that this settlement corresponds to the partial refund portion of ORD1068. Check for any additional settlement records covering the remaining balance and verify that the fee and tax amounts are correctly applied. Ensure the refund was authorized and that the customer's account reflects the correct net amount.
ORD1069,STL5069,3,ai_resolved,0.78,partial_refund,"[AI/groq] The settlement amount (4509.75) plus the reported difference (5636.06) equals the original order amount (10145.81). The order status is 'partially_refunded', indicating that a portion of the order was returned and the settlement reflects the net amount after that refund. The fee and tax adjustments also align with the difference, supporting a partial refund scenario rather than a duplicate or split settlement. (fuzzy: ID match, amount within 56%; date within 1d)","Verify the refund transaction details to confirm the refunded amount matches the difference (5636.06). Ensure the fee (82.94) and tax (14.93) were correctly applied to the settled portion. If everything aligns, mark the reconciliation as complete."
ORD1075,STL5075,3,ai_resolved,0.98,other,"[AI/groq] The settlement record references the same order ID (ORD1075), the settled amount exactly matches the order amount, and there are no fees or taxes. The settlement date is one day after the order date, which is typical processing lag, so the records align perfectly. (fuzzy: ID match, amount within 0%; date within 1d)",Mark the pair as reconciled in the system. No further investigation needed unless business rules require tighter date matching.
ORD1077,STL5077,3,ai_resolved,0.98,other,"[AI/groq] The settlement references the same order ID (ORD1077), the settled amount exactly matches the order amount, and both records show no fees or tax. The two‑day gap between order date (2026-08-27) and settlement date (2026-08-29) is typical processing latency, so there is no indication of a partial refund, duplicate, split, or fee adjustment. (fuzzy: ID match, amount within 0%; date within 2d)",Confirm that the settlement date falls within the expected processing window for UPI payments and ensure no duplicate settlements exist for this order.
ORD1078,STL5078,3,ai_resolved,0.97,date_drift,"[AI/groq] The settlement references the same order ID, the settled amount exactly matches the order amount, and there are no fees or taxes. The only discrepancy is a one‑day difference between the order date (2026-08-06) and the settlement date (2026-08-07), which is typical processing lag, so the records represent a genuine match. (fuzzy: ID match, amount within 0%; date within 1d)","Confirm that the one‑day settlement lag is within acceptable processing windows, then mark the pair as reconciled. Monitor for any duplicate settlements of the same order ID."
ORD1074,STL5074,3,ai_resolved,0.96,date_drift,"[AI/groq] The settlement references the same order ID, amounts match exactly, and the only variance is the settlement date being one day after the order date, which is a normal processing lag. No fees, taxes, or other discrepancies are present, indicating a genuine match. (fuzzy: ID match, amount within 0%; date within 1d)","Mark the pair as reconciled, note the one‑day settlement lag as expected, and verify that no duplicate settlements exist for this order."
ORD1070,STL5070,4,unresolved,0.88,orphan_settlement,"[AI/groq] The settlement STL5070 references order ORD1070, but this settlement is listed among the unmatched records. No corresponding order entry appears to be present or linked in the dataset, indicating the settlement has no matching order.","Search the order database for ORD1070 to confirm its existence. If the order is missing, investigate data ingestion logs, possible order creation failures, or duplicate order IDs. Escalate to the order processing team to reconcile or create the missing order record."
ORD1092,STL5099,4,unresolved,0.86,orphan_settlement,"[AI/groq] The settlement STL5099 references order ORD1092, but no matching order entry is present in the order ledger. Since this record is listed among the 43 unmatched records, it appears to be a settlement without a corresponding order.","Search the order ledger for ORD1092 to confirm if it exists or if there is a typo. If the order is missing, request the originating system to provide the missing order record or correct the reference. Document the discrepancy and hold the settlement until the order can be verified or created."
ORD1091,STL5096,4,unresolved,0.86,orphan_settlement,"[AI/groq] The settlement STL5096 references order ORD1091, but no matching order record is found among the 99 orders, and it appears in the list of 43 unmatched records, indicating it cannot be linked to any order.","Search the order management system for ORD1091 to verify its existence, check for data entry or reference errors, and either create the missing order record or correct the settlement reference before marking the settlement as reconciled."
ORD1087,STL5088,4,unresolved,0.86,orphan_settlement,"[AI/groq] The settlement record references order ORD1087, but within the dataset it is listed among the unmatched records, indicating no corresponding order entry was found or the amounts do not align.","Search the order database for ORD1087, verify its existence and details, and correct any reference or amount discrepancies. If the order is missing, create or import the appropriate order record; if the settlement is erroneous, adjust or reverse it accordingly."
ORD1091,STL5097,4,unresolved,0.86,orphan_settlement,"[AI/groq] The settlement STL5097 references order ORD1091, but no corresponding order entry is present in the dataset. It remains unmatched among the 43 records that could not be linked, indicating a missing or mis‑recorded order.","Search the order management system for ORD1091 to confirm its existence, verify the order reference for typographical errors, and either create the missing order record or correct the settlement's order_ref as appropriate."
ORD9271,STL5081,4,unresolved,0.92,orphan_settlement,"[AI/groq] The settlement record references order ORD9271, but no matching order entry exists in the order ledger (or the amounts/totals do not align). This makes the settlement an orphan with no counterpart.","Investigate the order reference: search the order database for ORD9271, verify data entry accuracy, and confirm whether the settlement should be linked to an existing order, corrected, or recorded as a new order."
ORD9209,STL5080,4,unresolved,0.86,orphan_settlement,"[AI/groq] The settlement STL5080 references order ORD9209, but no matching order entry is present in the dataset, resulting in an unmatched settlement.","Search the order management system for ORD9209 to confirm its existence, correct any reference errors, or create the missing order record if it was omitted."
ORD1088,STL5091,4,unresolved,0.92,orphan_settlement,"[AI/groq] The settlement STL5091 references order ORD1088, but no matching order entry is found in the order ledger. It is listed among the 43 unmatched records, indicating the order does not exist or was not recorded.","Search the order system for ORD1088 to confirm if the order was omitted, mis‑typed, or cancelled. If the order is missing, create or correct the order record; if the settlement is erroneous, flag it for reversal or adjustment."
ORD9323,STL5082,4,unresolved,0.92,orphan_settlement,"[AI/groq] The settlement references order ORD9323, but no corresponding order entry exists in the order ledger. Since the settlement cannot be linked to any order, it is classified as an orphan settlement.","Search the order system for ORD9323 to confirm if the order was omitted, entered with a different identifier, or cancelled. If the order truly does not exist, create a corrective entry or contact the originating department to resolve the discrepancy."
ORD9469,STL5083,4,unresolved,0.92,orphan_settlement,"[AI/groq] The settlement STL5083 references order ORD9469, but no matching order entry is found in the order ledger. Given the dataset shows 99 orders and 100 settlements with 43 unmatched records, this settlement is likely an orphan without a counterpart.","Search the order database for ORD9469 with possible typos or alternate IDs, verify if the order was cancelled or never recorded, and if no match is found, flag the settlement for manual review or create a corrective order entry."
ORD1072,STL5072,4,unresolved,0.92,orphan_settlement,"[AI/groq] The settlement STL5072 references order ORD1072, but no matching order entry exists in the dataset. As a result, the settlement cannot be paired with an order, indicating it is an orphan settlement.","Search the order management system for ORD1072 to confirm if the order was omitted, mis‑recorded, or has a different identifier. If the order is missing, create a corrective entry or reconcile the settlement manually. Document any data entry errors discovered."
ORD1089,STL5093,4,unresolved,0.92,orphan_settlement,"[AI/groq] The settlement record references order_ref ORD1089, but no matching order entry exists in the order ledger. Therefore the settlement cannot be linked to any order.","Investigate the missing order: search for ORD1089 in other systems, verify if the order reference was entered incorrectly, and contact the originating team to confirm whether the order should exist or if the settlement is erroneous."
ORD1086,STL5086,4,unresolved,0.86,orphan_settlement,"[AI/groq] The settlement STL5086 references order ORD1086, but no matching order entry is found in the order ledger. Given the dataset summary indicating many unmatched records, this likely represents a settlement without a corresponding order record.","Search the order ledger for ORD1086 to confirm if it exists or if there is a typo. If the order is missing, request the missing order data or create a placeholder order after verification. Document any discrepancies and notify the source system of the orphan settlement."
ORD1090,STL5095,4,unresolved,0.96,orphan_settlement,"[AI/groq] The settlement record STL5095 references order_ref ORD1090, but no matching order entry for ORD1090 exists in the provided dataset. Consequently the settlement cannot be linked to an order, indicating it is an orphan settlement.","Search the source order system for ORD1090 to confirm whether the order exists or if the reference is incorrect. If the order is missing, create a placeholder or request clarification from the originating team. If the reference is wrong, correct the settlement's order_ref to the proper order."
ORD9550,STL5084,4,unresolved,0.86,orphan_settlement,"[AI/groq] The settlement STL5084 references order ORD9550, but no matching order entry is found in the order ledger. Despite having an order_ref field, the record remains unmatched, indicating it is likely an orphan settlement.","Search the order system for ORD9550 to verify if the order exists or if there is a typo. If the order is missing, request the originating source to provide the missing order details or correct the reference. Document the discrepancy and hold the settlement pending resolution."
ORD1090,STL5094,4,unresolved,0.88,orphan_settlement,"[AI/groq] The settlement record references order ORD1090, but the dataset contains only 99 orders and this settlement is listed among the 43 unmatched records, indicating no corresponding order entry was found.","Search the order ledger for ORD1090 to confirm whether it was omitted, mis‑typed, or never created. If the order is missing, investigate upstream order entry processes and consider creating a corrective order record or reversing the settlement as appropriate."
ORD1088,STL5090,4,unresolved,0.95,orphan_settlement,"[AI/groq] The settlement STL5090 references order ORD1088, but no corresponding order entry exists in the order ledger, so the record cannot be matched.","Search the order database for ORD1088 to confirm whether the order was omitted, mis‑keyed, or never existed. If the order should exist, create or correct the order record; if the settlement is erroneous, initiate a reversal or hold for further review."
ORD9083,STL5079,4,unresolved,0.88,orphan_settlement,"[AI/groq] The settlement record references order ORD9083, but among the unmatched records it cannot be linked to any existing order entry in the dataset. This suggests the settlement has no corresponding order (or the order reference is incorrect).","Investigate the order reference ORD9083: search the order ledger for a matching order, verify the identifier for typographical errors, and if no order exists, flag the settlement for further review or possible reversal."
ORD1071,STL5071,4,unresolved,0.88,orphan_settlement,"[AI/groq] The settlement STL5071 references order ORD1071, but no corresponding order entry is found in the order ledger (total orders 99, unmatched records 43). Without a matching order, the settlement cannot be reconciled.","Investigate whether ORD1071 was entered incorrectly, omitted, or cancelled. Search the order system for similar IDs, verify data entry logs, and if the order truly does not exist, flag the settlement for manual review or possible reversal."
ORD1092,STL5098,4,unresolved,0.86,orphan_settlement,"[AI/groq] The settlement record references order ORD1092, but no matching order entry is present in the provided dataset, indicating the settlement has no counterpart.","Investigate the source systems to confirm whether order ORD1092 exists; if it was missed, locate or recreate the order record, otherwise correct or reverse the settlement as appropriate."
ORD9955,STL5085,4,unresolved,0.92,orphan_settlement,"[AI/groq] The settlement STL5085 references order ORD9955, but no matching order entry is found in the order ledger. It is listed among the 43 unmatched records, indicating the settlement has no counterpart.","Search the order ledger for ORD9955 to confirm its existence, verify data entry accuracy, and either create the missing order record or correct the settlement reference as appropriate."
ORD1086,STL5087,4,unresolved,0.88,orphan_settlement,"[AI/groq] The settlement STL5087 references order ORD1086, but it is listed among the unmatched records. This suggests the corresponding order either does not exist in the order ledger or was not correctly linked, making the settlement an orphan.","Search the order ledger for ORD1086 to confirm its presence and correct any reference errors; if the order is missing, investigate upstream systems for a lost or unrecorded order and create or reconcile the missing order entry."
ORD1088,,4,unresolved,0.95,orphan_order,"[AI/groq] The order ORD1088 (customer Jacob Dube, amount 16653.61, date 2026-08-06, payment method card) has no corresponding settlement entry in the dataset. No settlement matches the order ID, amount, or date, indicating the payment was not recorded.","Investigate the missing payment: verify card transaction logs for 2026-08-06, check for delayed or failed settlement entries, and contact the customer to confirm payment status."
ORD1081,,4,unresolved,0.96,orphan_order,"[AI/groq] The order ORD1081 (customer Ansh Luthra, amount 7417.8, date 2026-08-13, payment method UPI) is listed as paid but no corresponding settlement entry was found among the 100 settlements, and the summary indicates it is one of the 43 unmatched records.","Search the payment gateway logs for a UPI transaction matching the order amount and date, verify if the settlement was recorded under a different identifier, and if not found, flag the order for manual follow‑up with the finance team to locate or reconcile the missing payment."
ORD1083,,4,unresolved,0.96,orphan_order,"[AI/groq] The order ORD1083 is listed as pending with no corresponding settlement record in the dataset. Since the settlement list contains 100 entries and this order is among the 43 unmatched records, it appears to be an order without a matched payment.","Investigate the payment status for ORD1083: verify UPI transaction logs, check for delayed or failed settlement, and contact the customer to confirm payment. If a settlement is found, link it; if not, consider issuing a reminder or canceling the pending order."
ORD1091,,4,unresolved,0.95,orphan_order,"[AI/groq] The order ORD1091 (Warhi Bansal, amount 21195.69, date 2026-08-25, card) has no corresponding settlement entry in the dataset, indicating it is an unmatched order.","Search the payment gateway logs for a settlement matching this order amount and date, verify if the payment was captured, and if not, follow up with the finance team to locate or process the missing settlement."
ORD1084,,4,unresolved,0.96,orphan_order,"[AI/groq] The order ORD1084 is marked as paid but no corresponding settlement record was found among the 100 settlements, indicating the order has no matched payment.","Search the payment processor logs for a settlement matching the order amount and date, verify if the settlement was recorded under a different identifier, and if not found, flag the order for follow‑up with finance to locate or reconcile the missing payment."
ORD1078,,4,unresolved,0.96,orphan_order,"[AI/groq] The order record ORD1078 (customer Sarthak Kakar, amount 1638.92, paid via UPI) is listed as paid but no corresponding settlement entry is found among the 100 settlement records, indicating it is an order without a matched settlement.","Investigate the missing settlement by checking UPI transaction logs, contacting the payment processor, and verifying whether the payment was captured or delayed. If the payment was not received, flag the order for follow‑up with the customer; if it was received, create the missing settlement entry."
ORD1082,,4,unresolved,0.95,orphan_order,"[AI/groq] Order ORD1082 (Parth Singhal, amount 11194.72, UPI, pending) has no corresponding settlement record in the dataset, indicating it is an unmatched order.","Investigate the payment status for ORD1082: verify the UPI transaction in the payment gateway, check for delayed or failed settlement, and contact the customer if needed. If a settlement is found externally, add it to the ledger; otherwise, consider canceling or reissuing the order."
ORD1077,,4,unresolved,0.96,orphan_order,"[AI/groq] The order ORD1077 (customer Lajita Seshadri, amount 6914.52, paid via UPI on 2026-08-27) has no corresponding settlement record in the dataset, indicating it is an order without a matched payment settlement.","Review the payment gateway logs for UPI transactions on 2026-08-27 to locate the missing settlement, verify that the payment was captured, and if not, initiate a follow‑up with the customer or payment provider to resolve the discrepancy."
ORD1071,,4,unresolved,0.85,partial_refund,"[AI/groq] The order ORD1071 is marked as partially_refunded, but no corresponding settlement record was found. Partial refunds often result in separate settlement entries that may not align with the original order amount, leading to an unmatched record.","Investigate settlement logs for any partial refund transactions linked to ORD1071, verify amounts and dates, and create or adjust the settlement entry to reflect the refunded portion."
ORD1086,,4,unresolved,0.96,orphan_order,"[AI/groq] The order ORD1086 is marked as paid but no corresponding settlement record was found in the dataset. No matching amount, date, or payment method appears among the settlement entries, indicating the order lacks a linked settlement.","Search the payment system for a settlement with amount 22822.74 around 2026-08-27, verify if it was recorded under a different identifier, and if not, flag the order for manual follow‑up with the finance team to locate or reconcile the missing payment."
